schl,aun,name,districtname,leatype,total,d_asian,d_black,d_hispanic,d_islander,d_native,d_white,d_2_or_more,d_econ,d_ell,d_sped,d_title_1,d_male,d_female,d_street,d_state,d_zip,d_telephone,d_Website,d_county,d_cte_programs,d_enrollment,d_gifted,d_grades_offered,d_iu_name,d_iu_website
8166,104372003,Hartman Intrmd Sch,Ellwood City Area School District,SD,261,0.4,0.8,1.2,0,0,90.4,7.3,49.8,0.4,16.1,No,53.6,46.4,Crescent Avenue & 4th Street,PA,16117,724-758-3241,http://www.ellwood.k12.pa.us,Ellwood City,Not Available,261,1.2,"5, 6",Midwestern IU 4,http://www.miu4.org
8167,104372003,North Side Primary School,Ellwood City Area School District,SD,394,0.5,1.5,2.8,0,0,89.1,6.1,55.6,0.3,19.8,Yes,54.1,45.9,Orchard & North Streets,PA,16117,724-752-1381,http://www.ellwood.k12.pa.us,Ellwood City,Not Available,394,0.5,"K5F, 1, 2",Midwestern IU 4,http://www.miu4.org
8168,106168003,Redbank Valley Intrmd Sch,Redbank Valley School District,SD,369,0.3,1.6,0.5,0,0,97.3,0.3,53.9,0.3,17.9,Yes,51,49,1306 Truittsburg Rd,PA,16230,814-365-5141,http://www.redbankvalley.net,Hawthorn,Not Available,369,1.9,"3, 4, 5, 6",Riverview IU 6,http://www.riu6.org
8169,106168003,Redbank Valley Primary School,Redbank Valley School District,SD,257,0,0.4,0,0,0,99.6,0,49.4,0.0,19.1,Yes,49.4,50.6,600 Vine Street,PA,16242,814-275-2680,http://www.redbankvalley.net,New Bethlehem,Not Available,257,0,"K5F, 1, 2",Riverview IU 6,http://www.riu6.org
8171,124154003,Mary D Lang Kdg Ctr,Kennett Consolidated School District,SD,280,1.8,0,54.3,0,0,41.1,2.9,46.1,25.0,12.1,Yes,50,50,409 Center St,PA,19348,610-444-6260,http://www.kcsd.org,Kennett Square,Not Available,280,0,K5F,Chester County IU 24,http://www.cciu.org
8172,124154003,Bancroft El Sch,Kennett Consolidated School District,SD,451,2,1.1,55.9,0,0,39,2,54.8,16.6,9.5,Yes,49.4,50.6,181 Bancroft Road,PA,19348,610-925-5711,http://www.kcsd.org,Kennett Square,Not Available,451,2.2,"1, 2, 3, 4, 5",Chester County IU 24,http://www.cciu.org
8173,119648903,EverGreen El Sch,Western Wayne School District,SD,553,0.7,2,8.9,0,0.2,84.3,4,55,0.2,17.7,Yes,51,49,739 Easton Turnpike,PA,18436,800-321-9973,http://www.westernwayne.org,Lake Ariel,Not Available,553,0.4,"PreKH, K5F, 1, 2, 3, 4, 5",Northeastern Educational IU 19,http://www.iu19.org
8174,124152003,Downingtown STEM Academy,Downingtown Area School District,SD,815,27.1,2.1,3.4,0,0,66.1,1.2,3.1,0.0,2.2,No,46.3,53.7,335 Manor Ave,PA,19335,610-269-8460,http://www.dasd.org,Downingtown,Not Available,815,4.9,"9, 10, 11, 12",Chester County IU 24,http://www.cciu.org
8175,117089003,Wyalusing Valley El Sch,Wyalusing Area School District,SD,713,0,0.1,2,0,0,94.7,3.2,52.7,0.6,16.4,Yes,49.9,50.1,11450 Wyalusing-New Albany Rd,PA,18853,570-746-1206,http://www.wyalusingrams.com/wyalusingrams/site/default.asp,Wyalusing,Not Available,713,1.3,"K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
8176,112013753,Franklin Twp El Sch,Gettysburg Area School District,SD,373,1.6,1.6,9.9,0,0,84.2,2.7,48.3,5.1,12.9,Yes,53.6,46.4,870 Old Route 30,PA,17310,717-334-6254,http://www.gettysburg.k12.pa.us,Cashtown,Not Available,373,5.1,"K5F, 1, 2, 3, 4, 5",Lincoln IU 12,http://www.iu12.org
8177,103026303,David E Williams MS,Montour School District,SD,833,2.6,5.9,2.3,0,0,86.1,3.1,29.3,0.8,17,No,49.1,50.9,60 Gawaldo Dr,PA,15108,412-771-8802,http://www.montourschools.com,Coraopolis,Not Available,833,3,"5, 6, 7, 8",Allegheny IU 3,http://www.aiu3.net
8178,113380303,Annville-Cleona MS,Annville-Cleona School District,SD,250,1.2,1.6,9.2,0,0,88,0,36.8,1.6,23.6,No,56.8,43.2,500 S White Oak St,PA,17003,717-867-7700,http://www.acschools.org,Annville,Not Available,250,8,"7, 8",Lancaster-Lebanon IU 13,http://www.iu13.org
8179,112679403,Yorkshire El Sch,York Suburban School District,SD,333,3.9,5.4,9.6,0,0,71.2,9.9,36.9,6.9,6,Yes,53.8,46.2,295 Mills Street,PA,17402,717-885-1230,http://www.yssd.org,York,Not Available,333,0,"K5F, 1, 2",Lincoln IU 12,http://www.iu12.org
8180,117576303,Sullivan Co El Sch,Sullivan County School District,SD,348,0,1.4,1.4,0,0,95.7,1.4,45.1,0.0,23.6,Yes,50,50,767 South Street,PA,18626,570-946-7471,http://www.sulcosd.k12.pa.us,Laporte,Not Available,348,0.3,"K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
8182,111444602,Indian Valley El Sch,Mifflin County School District,SD,387,0.3,0.8,1.6,0,0,95.9,1.6,42.6,0.0,12.4,Yes,53,47,125 Kish Rd,PA,17084,717-667-2123,http://www.mcsdk12.org,Reedsville,Not Available,387,0,"K5F, 1, 2, 3",Tuscarora IU 11,https://www.tiu11.org/
8183,111444602,Indian Valley Intrmd Sch,Mifflin County School District,SD,202,0,0,3.5,0,0,94.6,2,53,0.0,11.9,No,51,49,125 Kish Rd,PA,17084,717-667-2123,http://www.mcsdk12.org,Reedsville,Not Available,202,1.5,"4, 5",Tuscarora IU 11,https://www.tiu11.org/
8184,111444602,Lewistown Intrmd Sch,Mifflin County School District,SD,558,0.2,2.5,5,0,0.2,91.2,0.9,69.4,1.6,20.1,No,51.8,48.2,212 Green Ave,PA,17044,717-242-5801,http://www.mcsdk12.org,Lewistown,Not Available,558,1.4,"4, 5",Tuscarora IU 11,https://www.tiu11.org/
8185,111444602,Mifflin Co MS,Mifflin County School District,SD,773,0.4,2.7,3.2,0,0.1,91.5,2.1,59.1,0.9,13.8,No,49.9,50.1,2 Manor Drive,PA,17044,717-242-1401,http://www.mcsdk12.org,Lewistown,Not Available,773,0.5,"6, 7",Tuscarora IU 11,https://www.tiu11.org/
8186,111444602,Mifflin Co JHS,Mifflin County School District,SD,793,0.5,1.5,3.9,0,0.1,91.9,2,53.7,1.0,13.2,No,54.6,45.4,700 Cedar Street,PA,17044,717-248-5441,http://www.mcsdk12.org,Lewistown,Not Available,793,1.3,"8, 9",Tuscarora IU 11,https://www.tiu11.org/
8187,111444602,Mifflin Co HS,Mifflin County School District,SD,1216,0.2,1.9,2,0,0.1,93.9,1.9,49.8,0.6,11.3,No,52.7,47.3,501 Sixth Street,PA,17044,717-242-0240,http://www.mcsdk12.org,Lewistown,Not Available,1216,0.7,"10, 11, 12",Tuscarora IU 11,https://www.tiu11.org/
8188,127045853,Riverside MS,Riverside Beaver County School District,SD,336,0,3.3,0,0,0.3,96.4,0,36.6,0.0,24.1,No,50.9,49.1,302 Country Club Dr,PA,16117,724-758-7512,http://www.riverside.k12.pa.us,Ellwood City,Not Available,336,2.7,"6, 7, 8",Beaver Valley IU 27,http://www.bviu.org
8189,127045853,Riverside El Sch,Riverside Beaver County School District,SD,631,0.2,2.4,0.5,0,0,96.8,0.2,43.6,0.0,16.2,Yes,50.6,49.4,302 Country Club Drive,PA,16117,724-758-7512,http://www.riverside.k12.pa.us,Ellwood City,Not Available,631,1.3,"PreKF, K5F, 1, 2, 3, 4, 5",Beaver Valley IU 27,http://www.bviu.org
8190,113362403,Bear Creek School,Elizabethtown Area School District,SD,947,2,1.8,6.4,0.2,0.4,86.1,3.1,34.1,2.4,14.9,Yes,51.4,48.6,1459 Sheaffer Road,PA,17022,717-367-0210,http://www.etownschools.org,Elizabethtown,Not Available,947,6.6,"4, 5, 6",Lancaster-Lebanon IU 13,http://www.iu13.org
8192,117086653,Troy Intrmd Sch,Troy Area School District,SD,450,1.1,1.3,1.3,0,0,94.9,1.3,57.8,0.0,21.3,Yes,54.4,45.6,206 King Street,PA,16947,570-297-4565,http://www.troyareasd.org,Troy,Not Available,450,2.9,"3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
8193,103028192,Propel CS-Northside,Propel CS-Northside ,CS,396,0.5,82.3,0.8,0,0,7.8,8.6,80.3,0.0,16.7,Yes,53.8,46.2,1805 Buena Vista Street,PA,15212,412-325-7305,Not Available,Pittsburgh,Not Available,396,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8194,103028246,Urban Pathways K-5 College Charter School,Urban Pathways K-5 College Charter School ,CS,300,0,91.7,1.3,0,0,1.3,5.7,83.7,0.0,14.7,Yes,46.3,53.7,925 Penn Avenue,PA,15222,412-325-4075,http://www.upcsk5.net,Pittsburgh,Not Available,300,0,"K5F, 1, 2, 3, 4, 5",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8195,126519434,Universal Audenried Charter School,Universal Audenried Charter School,CS,608,3.8,90.3,3,0,0,1.5,1.5,94.9,3.5,25.2,Yes,47,53,3301 Tasker Street,PA,19145,215-952-4801,http://www.universalcompanies.org/AUDENRIED.html,Philadelphia,Not Available,608,0,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8196,126513415,Universal Vare Charter School,Universal Vare Charter School ,CS,372,15.6,73.9,6.7,0,0,3.5,0.3,68,8.9,24.7,Yes,51.6,48.4,2100 South 24th Street,PA,19145,215-952-8611,http://www.universalcompanies.org/E.VARE.html,Philadelphia,Not Available,372,0,"5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8197,101637002,Ringgold El Sch South,Ringgold School District,SD,738,0.4,9.8,2.6,0,0,78,9.2,56,0.0,11.2,Yes,54.2,45.8,120 Alexander Avenue,PA,15063,724-258-8454,http://www.ringgold.org,Monongahela,Not Available,738,0.8,"K5H, K5F, 1, 2, 3, 4, 5",Intermediate Unit 1,http://www.iu1.org
8199,118403003,Hanover Green El Sch,Hanover Area School District,SD,295,0.3,12.5,16.3,0,0,62.7,8.1,61,3.4,14.6,Yes,51.2,48.8,561 Main Rd,PA,18706,570-824-3941,http://www.hanoverarea.org,Hanover Township,Not Available,295,0,"K5F, 1",Luzerne IU 18,http://www.liu18.org
8200,122092002,Willow Dale El Sch,Centennial School District,SD,803,2.4,3.2,19.7,0,0,70.4,4.4,45.1,7.2,17.1,Yes,50.8,49.2,720 Norristown Rd,PA,18974,215-441-6093,http://www.centennialsd.org,Warminster,Not Available,803,3.4,"K5F, 1, 2, 3, 4, 5",Bucks County IU 22,http://www.bucksiu.org
8201,116471803,Danville Primary Sch,Danville Area School District,SD,553,3.8,2.4,2.9,0.4,0.2,85.9,4.5,32.6,0.9,17.4,Yes,50.8,49.2,931 Ironmen Lane,PA,17821,570-271-3268,http://www.danville.k12.pa.us,Danville,Not Available,553,1.1,"K5F, 1, 2",Central Susquehanna IU 16,http://www.csiu.org
8202,104432903,Grove City Area MS,Grove City Area School District,SD,463,1.1,1.5,0.4,0,0,95,1.9,25.7,0.2,19.4,No,49.7,50.3,100 Middle School Drive,PA,16127,724-458-8040,www.grovecity.k12.pa.us,Grove City,Not Available,463,4.3,"6, 7, 8",Midwestern IU 4,http://www.miu4.org
8203,102027451,Pittsburgh Westinghouse,Pittsburgh School District,SD,687,0,96.8,0.3,0,0.4,1.3,1.2,86.9,0.0,25.6,Yes,49.6,50.4,1101 N. Murtland Avenue,PA,15208,412-529-3940,http://www.pghschools.org/,Pittsburgh,Not Available,687,1,"6, 7, 8, 9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8204,102027451,Pittsburgh Faison K-5,Pittsburgh School District,SD,474,0,93.9,0.4,0,0.4,0.4,4.8,95.6,0.0,15.2,Yes,54.2,45.8,7430 Tioga St,PA,15208,412-529-2305,http://www.pghschools.org/,Pittsburgh,Not Available,474,1.9,"PreKF, K5F, 1, 2, 3, 4, 5",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8205,126513452,Olney Charter High School,Olney Charter High School,CS,1984,4.1,32,61.8,0.2,0,0.7,1.3,66.7,28.2,25.1,Yes,56,44,100 W Duncannon Avenue,PA,19120,215-456-3014,Not Available,Philadelphia,Not Available,1984,0.4,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8206,126519476,Birney Preparatory Academy,Lindley Academy CS at Birney,CS,743,1.8,93,3.5,0,0,0.4,1.4,67.3,3.6,14.5,Yes,47.6,52.4,900 West Lindley Avenue,PA,19141,215-456-3000,http://www.ap-schools.org/gendavidbbirneycharterschool_home.aspx,Philadelphia,Not Available,743,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8207,126513734,Mastery CS-Gratz Campus,Mastery CS-Gratz Campus,CS,1474,0,92.1,4.7,0,0.1,0.2,2.9,79.8,0.9,31.1,Yes,52.1,47.9,1798 West Hunting Park Avenue,PA,19140,215-227-4408,http://www.masterycharter.org/,Philadelphia,Not Available,1474,0,"7, 8, 9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8208,126511748,Mastery CS-Clymer Elementary,Mastery CS-Clymer Elementary ,CS,582,0,87.5,10.3,0,0.5,0.7,1,69.2,1.9,22.2,Yes,52.8,47.2,1201 W Rush Street,PA,19133,215-227-8610,http://www.masterycharter.org,Philadelphia,Not Available,582,0.3,"K5F, 1, 2, 3, 4, 5, 6",Philadelphia IU 26,http://www.phila.k12.pa.us/
8209,119355028,Howard Gardner Multiple Intelligence CS,Howard Gardner Multiple Intelligence CS,CS,258,0,4.6,4.3,0,0,91.1,0,21.3,0.0,8.5,Yes,45.7,54.3,1615 East Elm Street,PA,18505,570-941-4100,http://www.howardgardnerschool.com,Scranton,Not Available,258,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Northeastern Educational IU 19,http://www.iu19.org
8211,127046517,Baden Academy CS,Baden Academy CS,CS,567,0.7,17.8,1.2,0,0,73.7,6.5,47.6,0.0,18.9,Yes,48.8,51.2,1016 State Street,PA,15005,855-590-2227,http://www.badenacademy.org,Baden,Not Available,567,2.6,"K5F, 1, 2, 3, 4, 5, 6",Beaver Valley IU 27,http://www.bviu.org
8214,121395927,Arts Academy CS,Arts Academy CS,CS,363,1.1,14,22.9,0,1.1,48.5,12.4,46,0.0,12.7,Yes,20.7,79.3,1610 East Emmaus Avenue,PA,18103,610-351-0234,http://www.artsacademycharterschool.org,Allentown,Not Available,363,0,"5, 6, 7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
8216,126511563,Esperanza Cyber CS,Esperanza Cyber CS,CS,226,0.9,8.8,86.3,0,0,2.2,1.8,100,19.5,22.1,Yes,42,58,4261 N 5th Street,PA,19140,215-457-3667,http://esperanzacybercs.org/,Philadelphia,Not Available,226,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8217,126514368,ACT Academy Cyber CS,ACT Academy Cyber CS,CS,104,0,89.4,2.9,0,1,4.8,1.9,30.8,0.0,29.8,Yes,54.8,45.2,2111 Eastburn Avenue,NJ,19138,267-297-1668,http://www.actacademy.org/,Philadelphia,Not Available,104,0,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8218,103024162,Propel CS-Pitcairn,Propel CS-Pitcairn,CS,360,0,73.9,2.8,0,0.3,17.8,5.3,81.1,0.0,15.8,Yes,47.8,52.2,435 Agatha Street,PA,15140,412-325-7305,Not Available,Pittsburgh,Not Available,360,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Allegheny IU 3,http://www.aiu3.net
8219,117080503,SRU El Sch,Athens Area School District,SD,358,0.8,0.8,0.6,0.3,0,96.6,0.8,54.5,0.3,21.2,Yes,51.1,48.9,1 Church Street,PA,18817,570-596-3171,http://www.athensasd.k12.pa.us/,East Smithfield,Not Available,358,0.3,"K5F, 1, 2, 3, 4, 5",BLaST IU 17,http://www.iu17.org
8220,117080503,Harlan Rowe MS,Athens Area School District,SD,504,0.6,0.6,0.6,0.2,0,97.2,0.8,50,0.0,23.6,Yes,52,48,116 W. Pine Street,PA,18810,570-888-7766,http://www.athensasd.k12.pa.us/,Athens,Not Available,504,2.6,"6, 7, 8",BLaST IU 17,http://www.iu17.org
8222,122092002,Davis El Sch,Centennial School District,SD,764,2.2,1.3,5.8,0.1,0.3,87.8,2.5,25.6,6.7,16.9,No,50.6,49.4,475 Maple Ave,PA,18966,215-364-5970,http://www.centennialsd.org,Southampton,Not Available,764,2.6,"K5F, 1, 2, 3, 4, 5",Bucks County IU 22,http://www.bucksiu.org
8224,105201033,Conneaut Area Senior High,Conneaut School District,SD,684,0.4,1.2,1.3,0,0.4,95.5,1.2,48.8,0.1,15.6,No,50,50,302 W School Dr,PA,16424,814-683-5551,http://www.conneautsd.org/,Linesville,Not Available,684,2.6,"9, 10, 11, 12",Northwest Tri-County IU 5,http://www.iu5.org
8225,105201033,Conneaut Lake MS,Conneaut School District,SD,359,0,0.8,0.3,0,0,95,3.9,53.8,0.0,21.7,No,47.9,52.1,10331 U.S. Highway 6,PA,16316,814-382-5315,http://www.conneautsd.org/,Conneaut Lake,Not Available,359,3.9,"5, 6, 7, 8",Northwest Tri-County IU 5,http://www.iu5.org
8226,105201033,Conneaut Valley MS,Conneaut School District,SD,274,0,1.5,0.7,0.4,0.7,94.9,1.8,63.5,0.0,20.8,No,50.4,49.6,22154 State Highway 18,PA,16406,814-587-2091,http://www.conneautsd.org/,Conneautville,Not Available,274,1.8,"5, 6, 7, 8",Northwest Tri-County IU 5,http://www.iu5.org
8228,113362203,Donegal Intermediate School,Donegal School District,SD,928,0.8,3.2,13.6,0,0.1,78.3,4,43.6,2.5,15.2,Yes,50,50,1177 River Road,PA,17547,717-426-1561,http://www.donegalsd.org,Marietta,Not Available,928,2.7,"3, 4, 5, 6",Lancaster-Lebanon IU 13,http://www.iu13.org
8229,112671803,Dover Area El Sch,Dover Area School District,SD,474,0.4,2.7,6.1,0.2,0.6,84.6,5.3,42.8,0.6,15.6,Yes,54.2,45.8,109 E Canal St,PA,17315,717-292-8068,http://www.doversd.org,Dover,Not Available,474,1.9,"K5F, 1, 2, 3, 4, 5, 6",Lincoln IU 12,http://www.iu12.org
8231,125239652,Penn Wood HS,William Penn School District,SD,1458,1.4,92.4,2.5,0,0.7,2.5,0.6,91,5.7,18,Yes,51.2,48.8,100 Green Avenue,PA,19050,610-284-8080,http://www.wpsd.k12.pa.us,Lansdowne,Not Available,1458,0,"9, 10, 11, 12",Delaware County IU 25,http://www.dciu.org
8232,116555003,West Snyder El Sch,Midd-West School District,SD,383,0,0.5,1.8,0,0,97.6,0,38.4,0.3,19.6,Yes,52.2,47.8,645 Snyder Avenue,PA,17812,570-837-0046,http://www.mwsd.cc,Beaver Springs,Not Available,383,0.8,"K5F, 1, 2, 3, 4, 5",Central Susquehanna IU 16,http://www.csiu.org
8233,114069103,Shiloh Hills El Sch,Wilson School District,SD,551,4.4,5.3,16.3,0,0.2,69.3,4.5,28.9,4.0,14.3,Yes,53,47,301 Sage Drive,PA,19608,610-670-0180,http://www.wilsonsd.org,Sinking Spring,Not Available,551,1.8,"K5F, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
8234,114069103,Green Valley El Sch,Wilson School District,SD,535,5.8,3.6,12.2,0,0.6,76.1,1.9,15.3,1.7,15.5,No,49.9,50.1,270 Green Valley Road,PA,19608,610-670-0180,http://www.wilsonsd.org,Sinking Spring,Not Available,535,4.7,"K5F, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
8235,106616203,Seventh Street Sch,Oil City Area School District,SD,180,0,2.2,3.3,0.6,0.6,92.8,0.6,50,0.0,12.8,Yes,49.4,50.6,102 W 7th St,PA,16301,814-677-3029,http://www.ocasd.org,Oil City,Not Available,180,0.6,"2, 3, 4",Riverview IU 6,http://www.riu6.org
8236,120455403,Clear Run Intrmd Sch,Pocono Mountain School District,SD,1120,2.2,35.1,34.2,0.2,0.3,27,1.1,77,6.2,24.6,Yes,51.2,48.8,800 Memorial Blvd.,PA,18466,570-839-7121,http://www.pmsd.org/,Tobyhanna,Not Available,1120,1.9,"3, 4, 5, 6",Colonial IU 20,http://www.ciu20.org
8237,112679002,Davis Sch,York City School District,SD,502,0.8,34.7,41.6,0,0.2,13,9.8,97.4,20.7,23.7,Yes,51,49,300 S Ogontz St,PA,17403,717-849-1246,http://www.ycs.k12.pa.us/,York,Not Available,502,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8238,112679002,Devers Sch,York City School District,SD,638,0.3,28.4,46.2,0,0,15,10,98.6,26.3,17.6,Yes,51.4,48.6,801 Chanceford Ave,PA,17404,717-849-1210,http://www.ycs.k12.pa.us/,York,Not Available,638,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8239,112679002,Ferguson Sch,York City School District,SD,654,0,34.7,43.4,0,0,12.2,9.6,97.1,22.9,23.5,Yes,53.8,46.2,525 N Newberry St,PA,17404,717-849-1344,http://www.ycs.k12.pa.us/,York,Not Available,654,0.2,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8240,112679002,Goode Sch,York City School District,SD,646,0.8,27.4,47.8,0,0.2,12.5,11.3,96.6,27.1,24.5,Yes,54.2,45.8,251 N Broad St,PA,17403,717-849-1314,http://www.ycs.k12.pa.us/,York,Not Available,646,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8241,112679002,Jackson Sch,York City School District,SD,566,0,33.4,53.2,0.2,0,4.1,9.2,96.1,33.0,15.5,Yes,50,50,177 E Jackson St,PA,17403,717-849-1223,http://www.ycs.k12.pa.us/,York,Not Available,566,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8242,112679002,McKinley Sch,York City School District,SD,540,0.2,34.6,44.3,0,0,10.4,10.6,96.5,24.8,23,Yes,54.6,45.4,600 Manor St,PA,17403,717-849-1312,http://www.ycs.k12.pa.us/,York,Not Available,540,0.2,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8243,118409302,State El Ctr,Wyoming Valley West School District,SD,1138,0.4,13.4,13.1,0,0.2,64,9,83.8,0.7,22.3,Yes,49.5,50.5,355 State Street,PA,18704,570-779-5381,http://www.wvwspartans.org,Larksville,Not Available,1138,0.1,"K5F, 1, 2, 3, 4, 5",Luzerne IU 18,http://www.liu18.org
8244,112281302,Chambersburg Area Career Magnet Sch,Chambersburg Area School District,SD,650,1.8,3.1,9.1,0.2,0.6,81.4,3.8,32,2.0,12,No,50.6,49.4,2459 Loop Road,PA,17202,717-261-5656,http://www.casdonline.org,Chambersburg,Not Available,650,1.7,"9, 10, 11, 12",Lincoln IU 12,http://www.iu12.org
8245,118403302,McAdoo-Kelayres El/MS,Hazleton Area School District,SD,773,1.2,1.8,39.8,0,0.1,55.6,1.4,47.9,7.9,11.9,Yes,50.7,49.3,15 Kelayres Rd,PA,18237,570-459-3111,http://www.hasdk12.org,McAdoo,Not Available,773,0.4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Luzerne IU 18,http://www.liu18.org
8246,113364503,Landis Run Intermediate School,Manheim Township School District,SD,931,7.5,5.2,11.9,0,0.1,68.8,6.4,28.6,1.6,7.8,No,49.8,50.2,25 Blue Streak Boulevard,PA,17601,717-581-9124,http://www.mtwp.net,Lancaster,Not Available,931,8.7,"5, 6",Lancaster-Lebanon IU 13,http://www.iu13.org
8247,114067002,Millmont El Sch,Reading School District,SD,679,0.3,12.5,78.6,0,0,8,0.6,91,13.4,20,Yes,53.6,46.4,400 Summit Avenue,PA,19611,610-371-5853,http://www.readingsd.org,Reading,Not Available,679,0.6,"K4H, K5H, K5F, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
8251,126517442,Universal Creighton Charter School,Universal Creighton Charter School,CS,731,19.7,38,39.1,0,0,2,1.1,48.7,24.4,12.6,Yes,52,48,5401 Tabor Avenue,PA,19120,215-537-2531,http://www.universalcompanies.org/CREIGHTON.html,Philadelphia,Not Available,731,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8252,126515691,The Philadelphia CS for Arts and Sciences at HR Edmunds,The Philadelphia CS for Arts and Sciences at HR Edmunds,CS,1012,1.1,57.9,29.6,0.3,0,3.7,7.5,72.4,11.1,19.7,Yes,47.1,52.9,1197 Haworth Street,PA,19124,215-537-2520,http://stringtheoryschools.wix.com/arts-and-sciences,Philadelphia,Not Available,1012,0.1,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8253,103026343,Moon Area Lower MS,Moon Area School District,SD,623,4.5,6.4,4.3,0,0.2,80.1,4.5,22.5,1.4,17.2,No,52.8,47.2,904 Beaver Grade Road,PA,15108,412-264-9440,http://www.moonarea.net,Moon Township,Not Available,623,5.3,"5, 6",Allegheny IU 3,http://www.aiu3.net
8254,103026343,Moon Area Upper MS,Moon Area School District,SD,568,3.4,6.2,3.4,0,0,83.3,3.9,20.2,0.7,16.9,No,50.4,49.6,904 Beaver Grade Road,PA,15108,412-264-9440,http://www.moonarea.net,Moon Township,Not Available,568,7.6,"7, 8",Allegheny IU 3,http://www.aiu3.net
8255,102027451,Pittsburgh Langley K-8,Pittsburgh School District,SD,581,0.5,67.1,1.6,0,0.3,13.9,16.5,91.9,0.3,22.9,Yes,51.5,48.5,2940 Sheraden Boulevard,PA,15204,412-529-2100,http://www.pghschools.org/,Pittsburgh,Not Available,581,1.9,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8257,126519392,Memphis Street Academy CS @ JP Jones,Memphis Street Academy CS @ JP Jones,CS,809,1.7,27.7,56.9,0,0,4.4,9.3,67,16.8,21.9,Yes,52.5,47.5,2950 Memphis Street,PA,19134,215-291-4709,Not Available,Philadelphia,Not Available,809,0,"5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8258,125236827,Chester CS for the Arts,Chester CS for the Arts,CS,597,0,96.6,2.2,0,0.2,0.8,0.2,63.6,0.0,14.4,Yes,47.1,52.9,1500 Highland Avenue,PA,19013,610-859-3010,http://chestercharterschoolforthearts.org/,Chester,Not Available,597,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",Delaware County IU 25,http://www.dciu.org
8259,126519644,Mastery CS - Cleveland Elementary,MASTERY CS - CLEVELAND ELEMENTARY,CS,748,0.3,91.6,5.2,0,0.5,0.4,2,71.5,1.5,15.5,Yes,50.1,49.9,3701 N 19th Street,PA,19140,215-227-5042,http://www.masterycharter.org/,Philadelphia,Not Available,748,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8260,115222343,Premier Arts and Science Charter School,Premier Arts and Science Charter School,CS,211,1,76.3,14.7,0,0,1,7.1,14.7,0.0,19.4,Yes,56.4,43.6,500 North 17th Street,PA,17103,717-236-3194,http://www.pascs.net/,Harrisburg,Not Available,211,0,"K5F, 1, 2, 3, 4, 5",Capital Area IU 15,http://www.caiu.org
